model,picture,judge,round,criterion,score
Grok 4.1,cat_rescue,Qwen2.5,4,G,5
Grok 4.1,cat_rescue,Qwen2.5,4,S,5
Grok 4.1,cat_rescue,Qwen2.5,4,W,5
Grok 4.1,cat_rescue,Qwen2.5,4,Pr,5
Gemini 3 Flash,cat_rescue,Qwen2.5,4,Ph,4
Gemini 3 Flash,cat_rescue,Qwen2.5,4,G,5
Gemini 3 Flash,cat_rescue,Qwen2.5,4,S,5
Gemini 3 Flash,cat_rescue,Qwen2.5,4,W,5
Gemini 3 Flash,cat_rescue,Qwen2.5,4,Pr,5
GPT-5.2,cat_rescue,Qwen2.5,4,Ph,4
GPT-5.2,cat_rescue,Qwen2.5,4,G,5
GPT-5.2,cat_rescue,Qwen2.5,4,S,5
GPT-5.2,cat_rescue,Qwen2.5,4,W,5
GPT-5.2,cat_rescue,Qwen2.5,4,Pr,5
Sonar,cat_rescue,Qwen2.5,5,Ph,4
Sonar,cat_rescue,Qwen2.5,5,G,5
Sonar,cat_rescue,Qwen2.5,5,S,5
Sonar,cat_rescue,Qwen2.5,5,W,5
Sonar,cat_rescue,Qwen2.5,5,Pr,4
Claude Sonnet 4.5,cat_rescue,Qwen2.5,5,Ph,4
Claude Sonnet 4.5,cat_rescue,Qwen2.5,5,G,5
Claude Sonnet 4.5,cat_rescue,Qwen2.5,5,S,5
Claude Sonnet 4.5,cat_rescue,Qwen2.5,5,W,5
Claude Sonnet 4.5,cat_rescue,Qwen2.5,5,Pr,5
Grok 4.1,cat_rescue,Qwen2.5,5,Ph,4
Grok 4.1,cat_rescue,Qwen2.5,5,G,5
Grok 4.1,cat_rescue,Qwen2.5,5,S,5
Grok 4.1,cat_rescue,Qwen2.5,5,W,5
Grok 4.1,cat_rescue,Qwen2.5,5,Pr,5
Gemini 3 Flash,cat_rescue,Qwen2.5,5,Ph,4
Gemini 3 Flash,cat_rescue,Qwen2.5,5,G,5
Gemini 3 Flash,cat_rescue,Qwen2.5,5,S,4
Gemini 3 Flash,cat_rescue,Qwen2.5,5,W,5
Gemini 3 Flash,cat_rescue,Qwen2.5,5,Pr,4
GPT-5.2,cat_rescue,Qwen2.5,5,Ph,4
GPT-5.2,cat_rescue,Qwen2.5,5,G,5
GPT-5.2,cat_rescue,Qwen2.5,5,S,5
GPT-5.2,cat_rescue,Qwen2.5,5,W,5
GPT-5.2,cat_rescue,Qwen2.5,5,Pr,4
Sonar,cookie_theft,DeepSeek,1,Ph,4
Sonar,cookie_theft,DeepSeek,1,G,4
Sonar,cookie_theft,DeepSeek,1,S,4
Sonar,cookie_theft,DeepSeek,1,W,3
Sonar,cookie_theft,DeepSeek,1,Pr,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,1,Ph,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,1,G,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,1,S,3
Claude Sonnet 4.5,cookie_theft,DeepSeek,1,W,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,1,Pr,5
Grok 4.1,cookie_theft,DeepSeek,1,Ph,4
Grok 4.1,cookie_theft,DeepSeek,1,G,4
Grok 4.1,cookie_theft,DeepSeek,1,S,4
Grok 4.1,cookie_theft,DeepSeek,1,W,4
Grok 4.1,cookie_theft,DeepSeek,1,Pr,5
Gemini 3 Flash,cookie_theft,DeepSeek,1,Ph,2
Gemini 3 Flash,cookie_theft,DeepSeek,1,G,4
Gemini 3 Flash,cookie_theft,DeepSeek,1,S,2
Gemini 3 Flash,cookie_theft,DeepSeek,1,W,4
Gemini 3 Flash,cookie_theft,DeepSeek,1,Pr,3
GPT-5.2,cookie_theft,DeepSeek,1,Ph,5
GPT-5.2,cookie_theft,DeepSeek,1,G,4
GPT-5.2,cookie_theft,DeepSeek,1,S,4
GPT-5.2,cookie_theft,DeepSeek,1,W,4
GPT-5.2,cookie_theft,DeepSeek,1,Pr,5
Sonar,cookie_theft,DeepSeek,2,Ph,4
Sonar,cookie_theft,DeepSeek,2,G,5
Sonar,cookie_theft,DeepSeek,2,S,5
Sonar,cookie_theft,DeepSeek,2,W,4
Sonar,cookie_theft,DeepSeek,2,Pr,5
Claude Sonnet 4.5,cookie_theft,DeepSeek,2,Ph,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,2,G,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,2,S,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,2,W,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,2,Pr,4
Grok 4.1,cookie_theft,DeepSeek,2,Ph,4
Grok 4.1,cookie_theft,DeepSeek,2,G,5
Grok 4.1,cookie_theft,DeepSeek,2,S,4
Grok 4.1,cookie_theft,DeepSeek,2,W,5
Grok 4.1,cookie_theft,DeepSeek,2,Pr,5
Gemini 3 Flash,cookie_theft,DeepSeek,2,Ph,4
Gemini 3 Flash,cookie_theft,DeepSeek,2,G,4
Gemini 3 Flash,cookie_theft,DeepSeek,2,S,4
Gemini 3 Flash,cookie_theft,DeepSeek,2,W,4
Gemini 3 Flash,cookie_theft,DeepSeek,2,Pr,5
GPT-5.2,cookie_theft,DeepSeek,2,Ph,4
GPT-5.2,cookie_theft,DeepSeek,2,G,5
GPT-5.2,cookie_theft,DeepSeek,2,S,4
GPT-5.2,cookie_theft,DeepSeek,2,W,5
GPT-5.2,cookie_theft,DeepSeek,2,Pr,5
Sonar,cookie_theft,DeepSeek,3,Ph,4
Sonar,cookie_theft,DeepSeek,3,G,4
Sonar,cookie_theft,DeepSeek,3,S,4
Sonar,cookie_theft,DeepSeek,3,W,4
Sonar,cookie_theft,DeepSeek,3,Pr,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,3,Ph,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,3,G,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,3,S,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,3,W,3
Claude Sonnet 4.5,cookie_theft,DeepSeek,3,Pr,4
Grok 4.1,cookie_theft,DeepSeek,3,Ph,4
Grok 4.1,cookie_theft,DeepSeek,3,G,4
Grok 4.1,cookie_theft,DeepSeek,3,S,4
Grok 4.1,cookie_theft,DeepSeek,3,W,4
Grok 4.1,cookie_theft,DeepSeek,3,Pr,5
Gemini 3 Flash,cookie_theft,DeepSeek,3,Ph,3
Gemini 3 Flash,cookie_theft,DeepSeek,3,G,4
Gemini 3 Flash,cookie_theft,DeepSeek,3,S,5
Gemini 3 Flash,cookie_theft,DeepSeek,3,W,4
Gemini 3 Flash,cookie_theft,DeepSeek,3,Pr,5
GPT-5.2,cookie_theft,DeepSeek,3,Ph,4
GPT-5.2,cookie_theft,DeepSeek,3,G,4
GPT-5.2,cookie_theft,DeepSeek,3,S,4
GPT-5.2,cookie_theft,DeepSeek,3,W,5
GPT-5.2,cookie_theft,DeepSeek,3,Pr,5
Sonar,cookie_theft,DeepSeek,4,Ph,4
Sonar,cookie_theft,DeepSeek,4,G,4
Sonar,cookie_theft,DeepSeek,4,S,5
Sonar,cookie_theft,DeepSeek,4,W,4
Sonar,cookie_theft,DeepSeek,4,Pr,5
Claude Sonnet 4.5,cookie_theft,DeepSeek,4,Ph,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,4,G,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,4,S,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,4,W,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,4,Pr,4
Grok 4.1,cookie_theft,DeepSeek,4,Ph,4
Grok 4.1,cookie_theft,DeepSeek,4,G,4
Grok 4.1,cookie_theft,DeepSeek,4,S,4
Grok 4.1,cookie_theft,DeepSeek,4,W,5
Grok 4.1,cookie_theft,DeepSeek,4,Pr,4
Gemini 3 Flash,cookie_theft,DeepSeek,4,Ph,4
Gemini 3 Flash,cookie_theft,DeepSeek,4,G,4
Gemini 3 Flash,cookie_theft,DeepSeek,4,S,3
Gemini 3 Flash,cookie_theft,DeepSeek,4,W,4
Gemini 3 Flash,cookie_theft,DeepSeek,4,Pr,4
GPT-5.2,cookie_theft,DeepSeek,4,Ph,5
GPT-5.2,cookie_theft,DeepSeek,4,G,4
GPT-5.2,cookie_theft,DeepSeek,4,S,5
GPT-5.2,cookie_theft,DeepSeek,4,W,4
GPT-5.2,cookie_theft,DeepSeek,4,Pr,4
Sonar,cookie_theft,DeepSeek,5,Ph,4
Sonar,cookie_theft,DeepSeek,5,G,4
Sonar,cookie_theft,DeepSeek,5,S,4
Sonar,cookie_theft,DeepSeek,5,W,4
Sonar,cookie_theft,DeepSeek,5,Pr,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,5,Ph,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,5,G,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,5,S,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,5,W,4
Claude Sonnet 4.5,cookie_theft,DeepSeek,5,Pr,4
Grok 4.1,cookie_theft,DeepSeek,5,Ph,4
Grok 4.1,cookie_theft,DeepSeek,5,G,4
Grok 4.1,cookie_theft,DeepSeek,5,S,4
Grok 4.1,cookie_theft,DeepSeek,5,W,4
Grok 4.1,cookie_theft,DeepSeek,5,Pr,4
Gemini 3 Flash,cookie_theft,DeepSeek,5,Ph,4
Gemini 3 Flash,cookie_theft,DeepSeek,5,G,3
Gemini 3 Flash,cookie_theft,DeepSeek,5,S,3
Gemini 3 Flash,cookie_theft,DeepSeek,5,W,4
Gemini 3 Flash,cookie_theft,DeepSeek,5,Pr,4
GPT-5.2,cookie_theft,DeepSeek,5,Ph,4
GPT-5.2,cookie_theft,DeepSeek,5,G,5
GPT-5.2,cookie_theft,DeepSeek,5,S,5
GPT-5.2,cookie_theft,DeepSeek,5,W,4
GPT-5.2,cookie_theft,DeepSeek,5,Pr,4
Sonar,cat_rescue,DeepSeek,1,Ph,4
Sonar,cat_rescue,DeepSeek,1,G,4
Sonar,cat_rescue,DeepSeek,1,S,4
Sonar,cat_rescue,DeepSeek,1,W,5
Sonar,cat_rescue,DeepSeek,1,Pr,5
Claude Sonnet 4.5,cat_rescue,DeepSeek,1,Ph,3
Claude Sonnet 4.5,cat_rescue,DeepSeek,1,G,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,1,S,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,1,W,5
Claude Sonnet 4.5,cat_rescue,DeepSeek,1,Pr,5
Grok 4.1,cat_rescue,DeepSeek,1,Ph,5
Grok 4.1,cat_rescue,DeepSeek,1,G,4
Grok 4.1,cat_rescue,DeepSeek,1,S,5
Grok 4.1,cat_rescue,DeepSeek,1,W,5
Grok 4.1,cat_rescue,DeepSeek,1,Pr,4
Gemini 3 Flash,cat_rescue,DeepSeek,1,Ph,4
Gemini 3 Flash,cat_rescue,DeepSeek,1,G,4
Gemini 3 Flash,cat_rescue,DeepSeek,1,S,4
Gemini 3 Flash,cat_rescue,DeepSeek,1,W,4
Gemini 3 Flash,cat_rescue,DeepSeek,1,Pr,5
GPT-5.2,cat_rescue,DeepSeek,1,Ph,4
GPT-5.2,cat_rescue,DeepSeek,1,G,5
GPT-5.2,cat_rescue,DeepSeek,1,S,4
GPT-5.2,cat_rescue,DeepSeek,1,W,5
GPT-5.2,cat_rescue,DeepSeek,1,Pr,5
Sonar,cat_rescue,DeepSeek,2,Ph,4
Sonar,cat_rescue,DeepSeek,2,G,5
Sonar,cat_rescue,DeepSeek,2,S,4
Sonar,cat_rescue,DeepSeek,2,W,5
Sonar,cat_rescue,DeepSeek,2,Pr,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,2,Ph,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,2,G,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,2,S,5
Claude Sonnet 4.5,cat_rescue,DeepSeek,2,W,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,2,Pr,5
Grok 4.1,cat_rescue,DeepSeek,2,Ph,3
Grok 4.1,cat_rescue,DeepSeek,2,G,4
Grok 4.1,cat_rescue,DeepSeek,2,S,4
Grok 4.1,cat_rescue,DeepSeek,2,W,4
Grok 4.1,cat_rescue,DeepSeek,2,Pr,5
Gemini 3 Flash,cat_rescue,DeepSeek,2,Ph,3
Gemini 3 Flash,cat_rescue,DeepSeek,2,G,4
Gemini 3 Flash,cat_rescue,DeepSeek,2,S,5
Gemini 3 Flash,cat_rescue,DeepSeek,2,W,3
Gemini 3 Flash,cat_rescue,DeepSeek,2,Pr,5
GPT-5.2,cat_rescue,DeepSeek,2,Ph,4
GPT-5.2,cat_rescue,DeepSeek,2,G,5
GPT-5.2,cat_rescue,DeepSeek,2,S,4
GPT-5.2,cat_rescue,DeepSeek,2,W,5
GPT-5.2,cat_rescue,DeepSeek,2,Pr,4
Sonar,cat_rescue,DeepSeek,3,Ph,4
Sonar,cat_rescue,DeepSeek,3,G,5
Sonar,cat_rescue,DeepSeek,3,S,4
Sonar,cat_rescue,DeepSeek,3,W,5
Sonar,cat_rescue,DeepSeek,3,Pr,5
Claude Sonnet 4.5,cat_rescue,DeepSeek,3,Ph,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,3,G,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,3,S,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,3,W,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,3,Pr,4
Grok 4.1,cat_rescue,DeepSeek,3,Ph,4
Grok 4.1,cat_rescue,DeepSeek,3,G,5
Grok 4.1,cat_rescue,DeepSeek,3,S,5
Grok 4.1,cat_rescue,DeepSeek,3,W,5
Grok 4.1,cat_rescue,DeepSeek,3,Pr,5
Gemini 3 Flash,cat_rescue,DeepSeek,3,Ph,4
Gemini 3 Flash,cat_rescue,DeepSeek,3,G,4
Gemini 3 Flash,cat_rescue,DeepSeek,3,S,4
Gemini 3 Flash,cat_rescue,DeepSeek,3,W,4
Gemini 3 Flash,cat_rescue,DeepSeek,3,Pr,4
GPT-5.2,cat_rescue,DeepSeek,3,Ph,5
GPT-5.2,cat_rescue,DeepSeek,3,G,5
GPT-5.2,cat_rescue,DeepSeek,3,S,5
GPT-5.2,cat_rescue,DeepSeek,3,W,5
GPT-5.2,cat_rescue,DeepSeek,3,Pr,5
Sonar,cat_rescue,DeepSeek,4,Ph,4
Sonar,cat_rescue,DeepSeek,4,G,4
Sonar,cat_rescue,DeepSeek,4,S,4
Sonar,cat_rescue,DeepSeek,4,W,4
Sonar,cat_rescue,DeepSeek,4,Pr,5
Claude Sonnet 4.5,cat_rescue,DeepSeek,4,Ph,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,4,G,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,4,S,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,4,W,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,4,Pr,4
Grok 4.1,cat_rescue,DeepSeek,4,Ph,4
Grok 4.1,cat_rescue,DeepSeek,4,G,4
Grok 4.1,cat_rescue,DeepSeek,4,S,5
Grok 4.1,cat_rescue,DeepSeek,4,W,5
Grok 4.1,cat_rescue,DeepSeek,4,Pr,5
Gemini 3 Flash,cat_rescue,DeepSeek,4,Ph,4
Gemini 3 Flash,cat_rescue,DeepSeek,4,G,4
Gemini 3 Flash,cat_rescue,DeepSeek,4,S,4
Gemini 3 Flash,cat_rescue,DeepSeek,4,W,4
Gemini 3 Flash,cat_rescue,DeepSeek,4,Pr,3
GPT-5.2,cat_rescue,DeepSeek,4,Ph,4
GPT-5.2,cat_rescue,DeepSeek,4,G,4
GPT-5.2,cat_rescue,DeepSeek,4,S,4
GPT-5.2,cat_rescue,DeepSeek,4,W,4
GPT-5.2,cat_rescue,DeepSeek,4,Pr,4
Sonar,cat_rescue,DeepSeek,5,Ph,4
Sonar,cat_rescue,DeepSeek,5,G,4
Sonar,cat_rescue,DeepSeek,5,S,4
Sonar,cat_rescue,DeepSeek,5,W,3
Sonar,cat_rescue,DeepSeek,5,Pr,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,5,Ph,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,5,G,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,5,S,3
Claude Sonnet 4.5,cat_rescue,DeepSeek,5,W,4
Claude Sonnet 4.5,cat_rescue,DeepSeek,5,Pr,5
Grok 4.1,cat_rescue,DeepSeek,5,Ph,4
Grok 4.1,cat_rescue,DeepSeek,5,G,4
Grok 4.1,cat_rescue,DeepSeek,5,S,4
Grok 4.1,cat_rescue,DeepSeek,5,W,4
Grok 4.1,cat_rescue,DeepSeek,5,Pr,5
Gemini 3 Flash,cat_rescue,DeepSeek,5,Ph,2
Gemini 3 Flash,cat_rescue,DeepSeek,5,G,4
Gemini 3 Flash,cat_rescue,DeepSeek,5,S,2
Gemini 3 Flash,cat_rescue,DeepSeek,5,W,4
Gemini 3 Flash,cat_rescue,DeepSeek,5,Pr,3
GPT-5.2,cat_rescue,DeepSeek,5,Ph,5
GPT-5.2,cat_rescue,DeepSeek,5,G,4
GPT-5.2,cat_rescue,DeepSeek,5,S,4
GPT-5.2,cat_rescue,DeepSeek,5,W,4
GPT-5.2,cat_rescue,DeepSeek,5,Pr,5
